ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
15946824,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,14,0.0,207,4916375015009,8,41.0,135.7080078125,0.48899999260902405,0,0.0,0.0,,,,,0,,3,,
15946825,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,6,0.0,207,4916361767325,24,30.6,-46.64375305175781,0.8180000185966492,0,0.0,0.0,,,,,0,,3,,
15946825,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,18,0.0,207,4916363243222,31,28.9,-849.5677490234375,0.9309999942779541,0,0.0,0.0,,,,,0,,3,,
15946826,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,13,0.0,207,4916362906781,416,16.9,559.0413818359375,11.819499969482422,0,0.0,0.0,,,,,0,,3,,
15946826,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,15,0.0,207,4916372970460,10,39.1,-421.7104187011719,0.24010001122951508,0,0.0,0.0,,,,,0,,3,,
15946826,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,5,0.0,207,4916363701562,12,37.6,513.9580078125,0.5710000395774841,0,0.0,0.0,,,,,0,,3,,
15946826,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,24,0.0,207,4916374624087,8,41.7,309.3717956542969,0.48749998211860657,0,0.0,0.0,,,,,0,,3,,
15946826,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,23,0.0,207,4916364101922,11,38.1,754.7192993164062,0.2289000153541565,0,0.0,0.0,,,,,0,,3,,
15946827,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,17,0.0,207,4916375413810,12,37.0,-484.69482421875,0.5889999866485596,0,0.0,0.0,,,,,0,,3,,
15946827,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,1,0.0,15,339734361886831,11,38.1,435.3946533203125,0.024400001391768456,0,0.0,0.0,,,,,0,,1,,
15946827,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,6,0.0,15,339734365493424,13,36.4,-602.9469604492188,0.03270000219345093,0,0.0,0.0,,,,,0,,1,,
15946827,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,12,0.0,15,339734357970183,13,36.1,-541.661376953125,0.3619999885559082,0,0.0,0.0,,,,,0,,1,,
15946827,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,13,0.0,15,339734366661383,16,34.1,529.9780883789062,0.0357000008225441,0,0.0,0.0,,,,,0,,1,,
15946827,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,14,0.0,15,339734368354454,9,40.3,352.9540710449219,0.03360000252723694,0,0.0,0.0,,,,,0,,1,,
15946828,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,15,0.0,15,339734363908016,13,36.5,355.61474609375,0.02970000170171261,0,0.0,0.0,,,,,0,,1,,
15946828,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,17,0.0,15,339734372358750,9,40.3,285.8668518066406,0.03960000351071358,0,0.0,0.0,,,,,0,,1,,
15946828,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,19,0.0,15,339734374512760,12,37.6,-83.63407135009766,0.32749998569488525,0,0.0,0.0,,,,,0,,1,,
15946828,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,24,0.0,15,339734366279001,9,40.8,-542.689697265625,0.03060000203549862,0,0.0,0.0,,,,,0,,1,,
15946829,2456200000000,,,-1329687678241532874,0.8761157989501953,17.83665720722638,5.299135738326122,10.898773924456178,17,30,0.0,15,339734362341362,24,30.0,653.2859497070312,0.384799987077713,0,0.0,0.0,,,,,0,,1,,
15947829,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,14,0.0,207,4917375014583,8,41.1,135.76576232910156,0.24370001256465912,0,0.0,0.0,,,,,0,,3,,
15947830,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,6,0.0,207,4917361767513,21,31.9,-46.99961853027344,0.3127000033855438,0,0.0,0.0,,,,,0,,3,,
15947830,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,18,0.0,207,4917363245995,53,24.0,-850.9352416992188,1.2010000944137573,0,0.0,0.0,,,,,0,,3,,
15947831,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,13,0.0,207,4917362904916,493,16.9,559.0413818359375,13.319500923156738,0,0.0,0.0,,,,,0,,3,,
15947831,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,15,0.0,207,4917372971847,10,39.7,-422.6100769042969,0.5245000123977661,0,0.0,0.0,,,,,0,,3,,
15947831,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,5,0.0,207,4917363699850,11,38.8,513.387451171875,0.5410000085830688,0,0.0,0.0,,,,,0,,3,,
15947832,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,24,0.0,207,4917374623074,8,41.0,309.29833984375,0.24220001697540283,0,0.0,0.0,,,,,0,,3,,
15947832,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,23,0.0,207,4917364099390,13,36.3,754.4271240234375,0.23120000958442688,0,0.0,0.0,,,,,0,,3,,
15947832,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,17,0.0,207,4917375415404,14,35.1,-484.8536682128906,0.6389999985694885,0,0.0,0.0,,,,,0,,3,,
15947832,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,1,0.0,15,339735361885395,13,36.1,435.44171142578125,0.02670000120997429,0,0.0,0.0,,,,,0,,1,,
15947832,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,6,0.0,15,339735365495418,24,30.3,-604.0376586914062,0.38929998874664307,0,0.0,0.0,,,,,0,,1,,
15947833,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,12,0.0,15,339735357972164,19,32.4,-540.329345703125,0.4819999933242798,0,0.0,0.0,,,,,0,,1,,
15947833,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,13,0.0,15,339735366659617,17,33.8,530.06298828125,0.4255000054836273,0,0.0,0.0,,,,,0,,1,,
15947833,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,14,0.0,15,339735368353271,8,41.1,352.9064025878906,0.03319999948143959,0,0.0,0.0,,,,,0,,1,,
15947833,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,15,0.0,15,339735363906821,13,36.1,355.0224914550781,0.02970000170171261,0,0.0,0.0,,,,,0,,1,,
15947834,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,17,0.0,15,339735372357781,9,40.0,285.87799072265625,0.03960000351071358,0,0.0,0.0,,,,,0,,1,,
15947834,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,19,0.0,15,339735374513020,14,35.8,-84.28106689453125,0.38749998807907104,0,0.0,0.0,,,,,0,,1,,
15947835,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,24,0.0,15,339735366280829,10,39.2,-543.5453491210938,0.27549999952316284,0,0.0,0.0,,,,,0,,1,,
15947835,2457200000000,,,-1329687678241532861,0.4824981689453125,21.86822530347854,8.883723600889166,15.138253977221217,17,30,0.0,15,339735362339187,27,29.4,653.8395385742188,0.5795000195503235,0,0.0,0.0,,,,,0,,1,,
15948839,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,14,0.0,207,4918375014109,10,39.8,134.45745849609375,0.24460001289844513,0,0.0,0.0,,,,,0,,3,,
15948839,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,6,0.0,207,4918361767710,27,29.3,-48.395938873291016,0.8679999709129333,0,0.0,0.0,,,,,0,,3,,
15948839,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,18,0.0,207,4918363248782,61,23.8,-852.3964233398438,1.281000018119812,0,0.0,0.0,,,,,0,,3,,
15948840,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,13,0.0,207,4918362902795,112,20.3,560.2774047851562,3.809500217437744,0,0.0,0.0,,,,,0,,3,,
15948840,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,15,0.0,207,4918372973250,10,39.2,-423.85125732421875,0.24010001122951508,0,0.0,0.0,,,,,0,,3,,
15948841,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,5,0.0,207,4918363698136,11,38.6,511.65191650390625,0.227400004863739,0,0.0,0.0,,,,,0,,3,,
15948841,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,24,0.0,207,4918374622050,9,40.7,308.0411071777344,0.24260000884532928,0,0.0,0.0,,,,,0,,3,,
15948841,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,23,0.0,207,4918364096882,11,38.4,753.3871459960938,0.2289000153541565,0,0.0,0.0,,,,,0,,3,,
15948841,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,17,0.0,207,4918375417051,16,34.5,-485.6163635253906,0.2492000013589859,0,0.0,0.0,,,,,0,,3,,
15948843,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,1,0.0,15,339736361883952,13,36.9,434.1256103515625,0.02670000120997429,0,0.0,0.0,,,,,0,,1,,
15948843,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,6,0.0,15,339736365497496,31,28.1,-604.7247314453125,0.6240000128746033,0,0.0,0.0,,,,,0,,1,,
15948844,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,12,0.0,15,339736357973781,14,35.7,-544.4016723632812,0.3919999897480011,0,0.0,0.0,,,,,0,,1,,
15948845,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,13,0.0,15,339736366657831,21,31.4,528.0560302734375,0.12020000070333481,0,0.0,0.0,,,,,0,,1,,
15948845,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,14,0.0,15,339736368352105,8,41.1,351.6517639160156,0.03319999948143959,0,0.0,0.0,,,,,0,,1,,
15948845,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,15,0.0,15,339736363905644,13,36.8,353.6812438964844,0.02970000170171261,0,0.0,0.0,,,,,0,,1,,
15948847,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,17,0.0,15,339736372356850,10,39.1,284.4544372558594,0.04010000079870224,0,0.0,0.0,,,,,0,,1,,
15948847,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,19,0.0,15,339736374513317,13,36.8,-85.15419006347656,0.04620000347495079,0,0.0,0.0,,,,,0,,1,,
15948847,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,24,0.0,15,339736366282630,12,37.8,-545.0020751953125,0.03290000185370445,0,0.0,0.0,,,,,0,,1,,
15948848,2458200000000,,,-1329687678241532851,0.16825294494628906,23.628359485883266,7.958213153455168,15.76310610221115,17,30,0.0,15,339736362337024,31,28.4,652.8500366210938,0.6195000410079956,0,0.0,0.0,,,,,0,,1,,
15949820,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,14,0.0,207,4919375013687,9,40.5,131.34291076660156,0.24410000443458557,0,0.0,0.0,,,,,0,,3,,
15949820,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,6,0.0,207,4919361767822,21,31.0,-51.81385803222656,0.3127000033855438,0,0.0,0.0,,,,,0,,3,,
15949821,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,18,0.0,207,4919363251574,46,25.2,-856.0026245117188,1.121000051498413,0,0.0,0.0,,,,,0,,3,,
15949821,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,13,0.0,207,4919362900926,137,20.3,560.2774047851562,5.309500217437744,0,0.0,0.0,,,,,0,,3,,
15949821,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,15,0.0,207,4919372974655,11,38.8,-427.2830810546875,0.24090000987052917,0,0.0,0.0,,,,,0,,3,,
15949822,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,5,0.0,207,4919363696465,11,38.6,507.7087707519531,0.227400004863739,0,0.0,0.0,,,,,0,,3,,
15949822,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,24,0.0,207,4919374621009,8,41.1,305.04296875,0.24220001697540283,0,0.0,0.0,,,,,0,,3,,
15949823,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,23,0.0,207,4919364094369,14,35.9,749.906494140625,0.23180000483989716,0,0.0,0.0,,,,,0,,3,,
15949823,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,17,0.0,207,4919375418639,21,31.4,-489.61895751953125,0.7989999651908875,0,0.0,0.0,,,,,0,,3,,
15949823,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,1,0.0,15,339737361882511,12,37.7,430.8884582519531,0.02540000155568123,0,0.0,0.0,,,,,0,,1,,
15949823,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,6,0.0,15,339737365499415,31,28.4,-608.1881103515625,0.6240000128746033,0,0.0,0.0,,,,,0,,1,,
15949823,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,12,0.0,15,339737357975570,11,38.1,-547.310302734375,0.04840000346302986,0,0.0,0.0,,,,,0,,1,,
15949827,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,13,0.0,15,339737366656096,19,32.2,524.3699951171875,0.050300002098083496,0,0.0,0.0,,,,,0,,1,,
15949831,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,14,0.0,15,339737368350928,8,41.0,348.4276123046875,0.03319999948143959,0,0.0,0.0,,,,,0,,1,,
15949831,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,15,0.0,15,339737363904466,12,37.6,350.24139404296875,0.0284000001847744,0,0.0,0.0,,,,,0,,1,,
15949831,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,17,0.0,15,339737372355905,10,39.7,281.35296630859375,0.04010000079870224,0,0.0,0.0,,,,,0,,1,,
15949831,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,19,0.0,15,339737374513604,13,36.7,-88.79103088378906,0.35749998688697815,0,0.0,0.0,,,,,0,,1,,
15949832,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,24,0.0,15,339737366284459,11,38.7,-548.4187622070312,0.03189999982714653,0,0.0,0.0,,,,,0,,1,,
15949833,2459200000000,,,-1329687678241532850,0.1815319061279297,25.468598323641345,4.24621009940833,16.7526460344717,17,30,0.0,15,339737362334875,19,32.1,648.3876342773438,0.4594999849796295,0,0.0,0.0,,,,,0,,1,,
15950816,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,14,0.0,207,4920375013236,8,41.0,131.81698608398438,0.24370001256465912,0,0.0,0.0,,,,,0,,3,,
15950816,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,6,0.0,207,4920361768033,24,30.2,-53.74030685424805,0.583299994468689,0,0.0,0.0,,,,,0,,3,,
15950816,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,18,0.0,207,4920363254429,55,25.2,-856.0026245117188,2.621000051498413,0,0.0,0.0,,,,,0,,3,,
15950817,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,13,0.0,207,4920362899057,172,20.3,560.2774047851562,6.809500217437744,0,0.0,0.0,,,,,0,,3,,
15950817,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,15,0.0,207,4920372976123,9,40.0,-427.0639343261719,0.5045000314712524,0,0.0,0.0,,,,,0,,3,,
15950817,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,5,0.0,207,4920363694753,11,38.5,508.0314025878906,0.227400004863739,0,0.0,0.0,,,,,0,,3,,
15950817,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,24,0.0,207,4920374620001,8,41.4,305.5115051269531,0.24220001697540283,0,0.0,0.0,,,,,0,,3,,
15950817,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,23,0.0,207,4920364091893,12,37.7,750.7388916015625,0.22990001738071442,0,0.0,0.0,,,,,0,,3,,
15950817,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,17,0.0,207,4920375420285,21,31.5,-489.46453857421875,0.3337000012397766,0,0.0,0.0,,,,,0,,3,,
15950818,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,1,0.0,15,339738361881063,10,39.1,431.6880187988281,0.023600000888109207,0,0.0,0.0,,,,,0,,1,,
15950818,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,6,0.0,15,339738365501488,19,32.9,-607.3054809570312,0.04880000278353691,0,0.0,0.0,,,,,0,,1,,
15950818,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,12,0.0,15,339738357977740,24,30.4,-544.6204833984375,0.5519999861717224,0,0.0,0.0,,,,,0,,1,,
15950818,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,13,0.0,15,339738366654340,17,33.7,524.4414672851562,0.04230000078678131,0,0.0,0.0,,,,,0,,1,,
15950819,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,14,0.0,15,339738368349773,8,41.3,349.02752685546875,0.03319999948143959,0,0.0,0.0,,,,,0,,1,,
15950819,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,15,0.0,15,339738363903300,12,37.4,349.7502746582031,0.3109999895095825,0,0.0,0.0,,,,,0,,1,,
15950819,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,17,0.0,15,339738372354960,9,40.2,281.6999206542969,0.03960000351071358,0,0.0,0.0,,,,,0,,1,,
15950820,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,19,0.0,15,339738374513879,14,35.6,-88.2962646484375,0.38749998807907104,0,0.0,0.0,,,,,0,,1,,
15950820,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,24,0.0,15,339738366286285,11,38.1,-548.2646484375,0.2955000102519989,0,0.0,0.0,,,,,0,,1,,
15950820,2460200000000,,,-1329687678241532868,0.8365802764892578,21.704727259930223,-7.683025224375323,13.044717591234539,17,30,0.0,15,339738362332720,13,36.0,649.7529907226562,0.028200000524520874,0,0.0,0.0,,,,,0,,1,,
15951819,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,14,0.0,207,4921375012796,9,40.6,133.60382080078125,0.24410000443458557,0,0.0,0.0,,,,,0,,3,,
15951819,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,6,0.0,207,4921361768182,31,28.5,-50.120018005371094,0.9279999732971191,0,0.0,0.0,,,,,0,,3,,
15951819,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,18,0.0,207,4921363257092,56,24.4,-854.3822021484375,1.9510000944137573,0,0.0,0.0,,,,,0,,3,,
15951820,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,13,0.0,207,4921362897188,218,20.3,560.2774047851562,8.309500694274902,0,0.0,0.0,,,,,0,,3,,
15951820,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,15,0.0,207,4921372977527,9,40.7,-425.9036865234375,0.5045000314712524,0,0.0,0.0,,,,,0,,3,,
15951821,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,5,0.0,207,4921363693056,8,41.2,509.423095703125,0.2257000058889389,0,0.0,0.0,,,,,0,,3,,
15951821,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,24,0.0,207,4921374618954,9,40.5,307.23089599609375,0.24260000884532928,0,0.0,0.0,,,,,0,,3,,
15951821,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,23,0.0,207,4921364089349,11,38.1,752.0491943359375,0.2289000153541565,0,0.0,0.0,,,,,0,,3,,
15951822,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,17,0.0,207,4921375421913,19,32.1,-487.94012451171875,0.2637999951839447,0,0.0,0.0,,,,,0,,3,,
15951822,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,1,0.0,15,339739361879631,9,40.8,433.43731689453125,0.023100001737475395,0,0.0,0.0,,,,,0,,1,,
15951823,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,6,0.0,15,339739365503504,17,33.9,-605.2756958007812,0.040800001472234726,0,0.0,0.0,,,,,0,,1,,
15951823,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,12,0.0,15,339739357979669,12,37.5,-543.0180053710938,0.049400001764297485,0,0.0,0.0,,,,,0,,1,,
15951828,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,13,0.0,15,339739366652592,17,33.9,526.8900756835938,0.04230000078678131,0,0.0,0.0,,,,,0,,1,,
15951828,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,14,0.0,15,339739368348608,9,40.5,350.74334716796875,0.03360000252723694,0,0.0,0.0,,,,,0,,1,,
15951828,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,15,0.0,15,339739363902125,11,38.8,350.9490966796875,0.29100000858306885,0,0.0,0.0,,,,,0,,1,,
15951828,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,17,0.0,15,339739372354010,8,41.0,283.2863464355469,0.03920000046491623,0,0.0,0.0,,,,,0,,1,,
15951828,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,19,0.0,15,339739374514171,12,37.8,-86.86905670166016,0.32749998569488525,0,0.0,0.0,,,,,0,,1,,
15951829,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,24,0.0,15,339739366288115,9,40.2,-547.0702514648438,0.03060000203549862,0,0.0,0.0,,,,,0,,1,,
15951829,2461200000000,,,-1329687678241532879,0.27327919006347656,21.224872398306616,-7.202231487457364,13.533915834259004,17,30,0.0,15,339739362330515,19,32.6,651.4703979492188,0.4594999849796295,0,0.0,0.0,,,,,0,,1,,
15952829,2462200000000,,,-1329687678241532877,0.41904640197753906,20.86573113047052,-3.290565346227298,13.00948753672923,17,14,0.0,207,4922375012326,8,41.2,132.98907470703125,0.24370001256465912,0,0.0,0.0,,,,,0,,3,,
15952830,2462200000000,,,-1329687678241532877,0.41904640197753906,20.86573113047052,-3.290565346227298,13.00948753672923,17,6,0.0,207,4922361768331,35,27.5,-50.157493591308594,0.9879999756813049,0,0.0,0.0,,,,,0,,3,,
15952830,2462200000000,,,-1329687678241532877,0.41904640197753906,20.86573113047052,-3.290565346227298,13.00948753672923,17,18,0.0,207,4922363260187,27,29.7,-853.4267578125,0.8709999918937683,0,0.0,0.0,,,,,0,,3,,
15952831,2462200000000,,,-1329687678241532877,0.41904640197753906,20.86573113047052,-3.290565346227298,13.00948753672923,17,13,0.0,207,4922362895319,273,20.3,560.2774047851562,9.809500694274902,0,0.0,0.0,,,,,0,,3,,
15952831,2462200000000,,,-1329687678241532877,0.41904640197753906,20.86573113047052,-3.290565346227298,13.00948753672923,17,15,0.0,207,4922372978932,9,40.5,-426.5679931640625,0.5045000314712524,0,0.0,0.0,,,,,0,,3,,
