ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
15611806,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,13,0.0,15,339399367236589,8,41.3,502.0327453613281,0.2369999885559082,0,0.0,0.0,,,,,0,,1,,
15611807,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,14,0.0,15,339399368743681,16,34.2,346.5152587890625,0.398499995470047,0,0.0,0.0,,,,,0,,1,,
15611809,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,15,0.0,15,339399364286454,8,41.2,322.60955810546875,0.0272000003606081,0,0.0,0.0,,,,,0,,1,,
15611818,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,17,0.0,15,339399372663863,17,33.9,260.94970703125,0.4345000088214874,0,0.0,0.0,,,,,0,,1,,
15611818,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,19,0.0,15,339399374396800,12,37.0,-121.61669158935547,0.32749998569488525,0,0.0,0.0,,,,,0,,1,,
15611818,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,24,0.0,15,339399365661583,13,36.2,-562.1854858398438,0.03270000219345093,0,0.0,0.0,,,,,0,,1,,
15611818,2121200000000,,,-1329687678241534732,0.3436870574951172,21.659896447090432,12.50988386619743,13.930599297252263,5,30,0.0,15,339399363060644,12,37.4,637.388671875,0.3109999895095825,0,0.0,0.0,,,,,0,,1,,
15612832,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,14,0.0,207,4582375151674,21,31.5,112.37089538574219,0.3337000012397766,0,0.0,0.0,,,,,0,,3,,
15612832,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,6,0.0,207,4582361689992,584,25.3,-98.09430694580078,16.118000030517578,0,0.0,0.0,,,,,0,,3,,
15612832,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,18,0.0,207,4582362289197,7,42.3,-861.2361450195312,0.22360000014305115,0,0.0,0.0,,,,,0,,3,,
15612833,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,13,0.0,207,4582363522693,46,25.9,547.1686401367188,1.121000051498413,0,0.0,0.0,,,,,0,,3,,
15612833,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,15,0.0,207,4582372494468,7,42.3,-433.158203125,0.2386000007390976,0,0.0,0.0,,,,,0,,3,,
15612833,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,5,0.0,207,4582364255969,9,40.3,480.4587097167969,0.22760000824928284,0,0.0,0.0,,,,,0,,3,,
15612833,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,24,0.0,207,4582374940971,19,32.3,259.9650573730469,0.7475000023841858,0,0.0,0.0,,,,,0,,3,,
15612833,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,23,0.0,207,4582364934229,61,23.8,737.2798461914062,1.2825000286102295,0,0.0,0.0,,,,,0,,3,,
15612833,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,17,0.0,207,4582374845334,10,39.3,-532.9736938476562,0.5275000333786011,0,0.0,0.0,,,,,0,,3,,
15612834,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,1,0.0,15,339400362354588,16,34.3,404.02276611328125,0.02970000170171261,0,0.0,0.0,,,,,0,,1,,
15612834,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,6,0.0,15,339400364809874,10,39.6,-620.6808471679688,0.27250000834465027,0,0.0,0.0,,,,,0,,1,,
15612834,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,12,0.0,15,339400357368528,96,20.4,-542.1466674804688,1.9420000314712524,0,0.0,0.0,,,,,0,,1,,
15612834,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,13,0.0,15,339400367234928,9,40.0,500.551513671875,0.03210000321269035,0,0.0,0.0,,,,,0,,1,,
15612834,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,14,0.0,15,339400368742485,19,32.9,345.1832275390625,0.4684999883174896,0,0.0,0.0,,,,,0,,1,,
15612835,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,15,0.0,15,339400364285403,9,40.4,321.8584289550781,0.0276000015437603,0,0.0,0.0,,,,,0,,1,,
15612835,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,17,0.0,15,339400372662992,17,33.3,260.4930114746094,0.4345000088214874,0,0.0,0.0,,,,,0,,1,,
15612835,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,19,0.0,15,339400374397215,12,37.3,-122.6633071899414,0.32749998569488525,0,0.0,0.0,,,,,0,,1,,
15612836,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,24,0.0,15,339400365663430,12,37.3,-562.9413452148438,0.03140000253915787,0,0.0,0.0,,,,,0,,1,,
15612837,2122200000000,,,-1329687678241534726,0.6617794036865234,23.15164965693839,10.361124117272672,14.656051006311893,5,30,0.0,15,339400363058536,11,38.6,636.7416381835938,0.29100000858306885,0,0.0,0.0,,,,,0,,1,,
15613841,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,14,0.0,207,4583375151328,21,31.3,110.7229995727539,0.3337000012397766,0,0.0,0.0,,,,,0,,3,,
15613841,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,6,0.0,207,4583361690319,693,25.3,-98.09430694580078,17.618000030517578,0,0.0,0.0,,,,,0,,3,,
15613841,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,18,0.0,207,4583362292054,8,41.0,-862.291748046875,0.22420001029968262,0,0.0,0.0,,,,,0,,3,,
15613841,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,13,0.0,207,4583363520875,46,25.3,546.5038452148438,1.121000051498413,0,0.0,0.0,,,,,0,,3,,
15613841,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,15,0.0,207,4583372495901,8,41.3,-433.26983642578125,0.23920001089572906,0,0.0,0.0,,,,,0,,3,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,5,0.0,207,4583364254350,8,41.3,479.95855712890625,0.22720001637935638,0,0.0,0.0,,,,,0,,3,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,24,0.0,207,4583374940071,24,30.9,260.2021179199219,0.6028000116348267,0,0.0,0.0,,,,,0,,3,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,23,0.0,207,4583364931693,53,24.3,735.9805908203125,1.2025001049041748,0,0.0,0.0,,,,,0,,3,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,17,0.0,207,4583374847104,11,38.6,-533.78662109375,0.5575000047683716,0,0.0,0.0,,,,,0,,3,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,1,0.0,15,339401362353227,17,33.2,404.1647644042969,0.4194999933242798,0,0.0,0.0,,,,,0,,1,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,6,0.0,15,339401364811934,9,40.1,-621.270751953125,0.2524999976158142,0,0.0,0.0,,,,,0,,1,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,12,0.0,15,339401357370337,110,20.4,-542.1466674804688,3.442000150680542,0,0.0,0.0,,,,,0,,1,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,13,0.0,15,339401367233274,9,40.4,499.80029296875,0.03210000321269035,0,0.0,0.0,,,,,0,,1,,
15613842,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,14,0.0,15,339401368741345,17,33.3,345.36346435546875,0.04529999941587448,0,0.0,0.0,,,,,0,,1,,
15613843,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,15,0.0,15,339401364284320,8,41.8,321.0718688964844,0.0272000003606081,0,0.0,0.0,,,,,0,,1,,
15613843,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,17,0.0,15,339401372662122,16,34.0,260.70233154296875,0.40450000762939453,0,0.0,0.0,,,,,0,,1,,
15613843,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,19,0.0,15,339401374397605,11,38.0,-123.25321197509766,0.3075000047683716,0,0.0,0.0,,,,,0,,1,,
15613843,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,24,0.0,15,339401365665314,13,36.4,-563.2117309570312,0.03270000219345093,0,0.0,0.0,,,,,0,,1,,
15613843,2123200000000,,,-1329687678241534725,0.5260467529296875,20.590759959304705,5.326877447875065,11.922071054928576,5,30,0.0,15,339401363056397,10,39.1,635.8757934570312,0.2709999978542328,0,0.0,0.0,,,,,0,,1,,
15614838,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,14,0.0,207,4584375150927,17,33.1,108.11126708984375,0.2558000087738037,0,0.0,0.0,,,,,0,,3,,
15614839,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,6,0.0,207,4584361690646,812,25.3,-98.09430694580078,19.118000030517578,0,0.0,0.0,,,,,0,,3,,
15614839,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,18,0.0,207,4584362294951,9,40.8,-863.8775634765625,0.22460000216960907,0,0.0,0.0,,,,,0,,3,,
15614839,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,13,0.0,207,4584363519108,53,24.8,545.0993041992188,1.2010000944137573,0,0.0,0.0,,,,,0,,3,,
15614839,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,15,0.0,207,4584372497377,8,41.6,-435.1014709472656,0.23920001089572906,0,0.0,0.0,,,,,0,,3,,
15614839,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,5,0.0,207,4584364252758,9,40.1,478.513916015625,0.22760000824928284,0,0.0,0.0,,,,,0,,3,,
15614840,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,24,0.0,207,4584374939206,19,32.3,258.0638427734375,0.2623000144958496,0,0.0,0.0,,,,,0,,3,,
15614840,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,23,0.0,207,4584364929486,93,20.8,734.746826171875,1.5625001192092896,0,0.0,0.0,,,,,0,,3,,
15614840,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,17,0.0,207,4584374848908,10,39.3,-535.5112915039062,0.24310001730918884,0,0.0,0.0,,,,,0,,3,,
15614840,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,1,0.0,15,339402362351900,21,31.3,402.29986572265625,0.49949997663497925,0,0.0,0.0,,,,,0,,1,,
15614840,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,6,0.0,15,339402364814013,9,40.0,-623.2111206054688,0.0276000015437603,0,0.0,0.0,,,,,0,,1,,
15614841,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,12,0.0,15,339402357372198,110,19.8,-544.9630126953125,2.0320000648498535,0,0.0,0.0,,,,,0,,1,,
15614841,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,13,0.0,15,339402367231596,9,40.4,498.15277099609375,0.03210000321269035,0,0.0,0.0,,,,,0,,1,,
15614841,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,14,0.0,15,339402368740183,17,33.7,342.8794250488281,0.04529999941587448,0,0.0,0.0,,,,,0,,1,,
15614842,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,15,0.0,15,339402364283248,8,41.3,319.8075256347656,0.23250000178813934,0,0.0,0.0,,,,,0,,1,,
15614842,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,17,0.0,15,339402372661224,16,34.3,258.4473571777344,0.40450000762939453,0,0.0,0.0,,,,,0,,1,,
15614842,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,19,0.0,15,339402374398033,11,38.1,-125.013427734375,0.3075000047683716,0,0.0,0.0,,,,,0,,1,,
15614842,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,24,0.0,15,339402365667190,11,38.6,-564.936767578125,0.030400000512599945,0,0.0,0.0,,,,,0,,1,,
15614843,2124200000000,,,-1329687678241534718,0.32097625732421875,23.62136365263723,4.259193423068602,15.031729566269098,5,30,0.0,15,339402363054286,9,40.3,634.2987670898438,0.026100000366568565,0,0.0,0.0,,,,,0,,1,,
15615850,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,14,0.0,207,4585375150579,21,31.9,109.79141235351562,0.7989999651908875,0,0.0,0.0,,,,,0,,3,,
15615850,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,6,0.0,207,4585361690974,941,25.3,-98.09430694580078,20.618000030517578,0,0.0,0.0,,,,,0,,3,,
15615850,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,18,0.0,207,4585362297835,10,39.6,-862.501953125,0.22510001063346863,0,0.0,0.0,,,,,0,,3,,
15615850,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,13,0.0,207,4585363517285,46,25.3,545.9794921875,1.121000051498413,0,0.0,0.0,,,,,0,,3,,
15615850,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,15,0.0,207,4585372498831,9,40.6,-433.80584716796875,0.23960000276565552,0,0.0,0.0,,,,,0,,3,,
15615851,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,5,0.0,207,4585364251174,9,40.1,479.8332824707031,0.22760000824928284,0,0.0,0.0,,,,,0,,3,,
15615851,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,24,0.0,207,4585374938345,24,30.8,258.4610900878906,0.6028000116348267,0,0.0,0.0,,,,,0,,3,,
15615852,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,23,0.0,207,4585364927194,40,26.6,737.9528198242188,1.0525000095367432,0,0.0,0.0,,,,,0,,3,,
15615852,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,17,0.0,207,4585374850722,10,39.0,-533.8987426757812,0.5275000333786011,0,0.0,0.0,,,,,0,,3,,
15615853,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,1,0.0,15,339403362350522,31,28.1,404.0505676269531,0.6195000410079956,0,0.0,0.0,,,,,0,,1,,
15615853,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,6,0.0,15,339403364816095,11,38.6,-622.0452270507812,0.02890000119805336,0,0.0,0.0,,,,,0,,1,,
15615853,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,12,0.0,15,339403357374016,124,19.8,-544.9630126953125,3.5320000648498535,0,0.0,0.0,,,,,0,,1,,
15615853,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,13,0.0,15,339403367229935,8,41.3,499.5820617675781,0.031700000166893005,0,0.0,0.0,,,,,0,,1,,
15615855,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,14,0.0,15,339403368739060,16,34.8,344.0261535644531,0.038700003176927567,0,0.0,0.0,,,,,0,,1,,
15615855,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,15,0.0,15,339403364282198,9,40.0,321.01727294921875,0.0276000015437603,0,0.0,0.0,,,,,0,,1,,
15615855,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,17,0.0,15,339403372660398,21,31.8,260.4454345703125,0.5144999623298645,0,0.0,0.0,,,,,0,,1,,
15615856,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,19,0.0,15,339403374398437,12,37.9,-123.57671356201172,0.32749998569488525,0,0.0,0.0,,,,,0,,1,,
15615856,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,24,0.0,15,339403365669066,11,38.1,-563.5570678710938,0.030400000512599945,0,0.0,0.0,,,,,0,,1,,
15615856,2125200000000,,,-1329687678241534726,0.06573295593261719,19.596811398514546,-2.1239070883499265,11.840861957979323,5,30,0.0,15,339403363052155,11,38.3,635.6873779296875,0.027400000020861626,0,0.0,0.0,,,,,0,,1,,
15616819,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,14,0.0,207,4586375150182,17,33.1,111.25176239013672,0.2558000087738037,0,0.0,0.0,,,,,0,,3,,
15616820,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,6,0.0,207,4586361691301,1080,25.3,-98.09430694580078,22.11800193786621,0,0.0,0.0,,,,,0,,3,,
15616820,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,18,0.0,207,4586362300682,7,42.4,-862.0016479492188,0.22360000014305115,0,0.0,0.0,,,,,0,,3,,
15616820,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,13,0.0,207,4586363515221,53,24.8,547.224853515625,1.2010000944137573,0,0.0,0.0,,,,,0,,3,,
15616820,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,15,0.0,207,4586372500270,9,40.4,-432.7413024902344,0.23960000276565552,0,0.0,0.0,,,,,0,,3,,
15616820,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,5,0.0,207,4586364249559,7,42.2,480.74761962890625,0.22660000622272491,0,0.0,0.0,,,,,0,,3,,
15616821,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,24,0.0,207,4586374937466,21,31.7,260.8484191894531,0.33219999074935913,0,0.0,0.0,,,,,0,,3,,
15616821,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,23,0.0,207,4586364924454,61,23.8,737.07421875,1.2825000286102295,0,0.0,0.0,,,,,0,,3,,
15616821,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,17,0.0,207,4586374852501,10,39.2,-533.132568359375,0.5275000333786011,0,0.0,0.0,,,,,0,,3,,
15616821,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,1,0.0,15,339404362349211,31,28.4,405.2303771972656,0.6195000410079956,0,0.0,0.0,,,,,0,,1,,
15616821,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,6,0.0,15,339404364818175,9,40.2,-621.3955688476562,0.0276000015437603,0,0.0,0.0,,,,,0,,1,,
15616822,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,12,0.0,15,339404357375858,96,20.3,-544.154296875,1.9420000314712524,0,0.0,0.0,,,,,0,,1,,
15616822,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,13,0.0,15,339404367228253,8,41.0,500.2709655761719,0.031700000166893005,0,0.0,0.0,,,,,0,,1,,
15616822,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,14,0.0,15,339404368737927,17,33.9,345.2959289550781,0.04529999941587448,0,0.0,0.0,,,,,0,,1,,
15616822,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,15,0.0,15,339404364281106,9,40.7,321.90081787109375,0.0276000015437603,0,0.0,0.0,,,,,0,,1,,
15616822,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,17,0.0,15,339404372659487,17,33.1,260.79754638671875,0.05130000039935112,0,0.0,0.0,,,,,0,,1,,
15616823,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,19,0.0,15,339404374398855,13,36.6,-122.89164733886719,0.35749998688697815,0,0.0,0.0,,,,,0,,1,,
15616823,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,24,0.0,15,339404365670951,10,39.6,-562.4846801757812,0.029600001871585846,0,0.0,0.0,,,,,0,,1,,
15616823,2126200000000,,,-1329687678241534726,0.8405933380126953,23.663613319513388,1.1605700012064446,15.449145946956962,5,30,0.0,15,339404363050042,9,40.2,635.98046875,0.2510000169277191,0,0.0,0.0,,,,,0,,1,,
15617828,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,14,0.0,207,4587375149815,17,33.7,111.2536849975586,0.2558000087738037,0,0.0,0.0,,,,,0,,3,,
15617828,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,6,0.0,207,4587361691628,1229,25.3,-98.09430694580078,23.61800193786621,0,0.0,0.0,,,,,0,,3,,
15617829,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,18,0.0,207,4587362303568,7,42.1,-861.7994384765625,0.22360000014305115,0,0.0,0.0,,,,,0,,3,,
15617829,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,13,0.0,207,4587363513629,35,27.4,546.9532470703125,0.9909999966621399,0,0.0,0.0,,,,,0,,3,,
15617829,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,15,0.0,207,4587372501690,9,40.5,-432.5737609863281,0.23960000276565552,0,0.0,0.0,,,,,0,,3,,
15617829,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,5,0.0,207,4587364247961,8,41.3,481.1958923339844,0.22720001637935638,0,0.0,0.0,,,,,0,,3,,
15617829,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,24,0.0,207,4587374936570,19,32.9,261.63720703125,0.2623000144958496,0,0.0,0.0,,,,,0,,3,,
15617830,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,23,0.0,207,4587364922101,27,29.3,740.055908203125,0.872499942779541,0,0.0,0.0,,,,,0,,3,,
15617830,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,17,0.0,207,4587374854263,10,39.3,-532.7401123046875,0.5275000333786011,0,0.0,0.0,,,,,0,,3,,
15617830,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,1,0.0,15,339405362347857,24,30.4,405.4496154785156,0.384799987077713,0,0.0,0.0,,,,,0,,1,,
15617830,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,6,0.0,15,339405364820238,9,40.5,-621.1002197265625,0.0276000015437603,0,0.0,0.0,,,,,0,,1,,
15617830,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,12,0.0,15,339405357377673,110,20.3,-544.154296875,3.442000150680542,0,0.0,0.0,,,,,0,,1,,
15617831,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,13,0.0,15,339405367226591,9,40.6,500.5214538574219,0.03210000321269035,0,0.0,0.0,,,,,0,,1,,
15617831,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,14,0.0,15,339405368736754,17,33.8,345.387939453125,0.04529999941587448,0,0.0,0.0,,,,,0,,1,,
15617831,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,15,0.0,15,339405364280024,8,41.8,322.1960754394531,0.0272000003606081,0,0.0,0.0,,,,,0,,1,,
15617831,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,17,0.0,15,339405372658622,16,34.4,261.2893371582031,0.04470000043511391,0,0.0,0.0,,,,,0,,1,,
15617831,2127200000000,,,-1329687678241534716,0.5561504364013672,19.81694731512107,4.21680267846271,11.71385911854097,5,19,0.0,15,339405374399249,12,37.3,-122.71087646484375,0.32749998569488525,0,0.0,0.0,,,,,0,,1,,
