UNIX Epoch timestamp-utc,x,y
1645654493442.0,-7.80628215807597,6.25071687039715
1645654494443.0,-7.80732964814403,6.250313952149055
1645654495442.0,-10.592872904712468,9.795512553696513
1645654496444.0,-10.114482609381733,4.6854702278468885
1645654497442.0,-9.520571811511326,-1.4876655512500256
1645654498443.0,-13.30232558109043,1.8558950636532079
1645654499442.0,-11.832614036187154,3.165207080607741
1645654500444.0,-8.300726600636521,-0.17232483635344678
1645654501443.0,-11.477232085762266,-2.4335579283188626
1645654502444.0,-8.945634686501275,-8.418316240890324
1645654503443.0,-13.022015339186028,-4.763584331985722
1645654504442.0,-14.085800449352867,6.115036346131851
1645654505443.0,-15.728487373939448,12.380684888533303
1645654506442.0,-15.578657755069722,8.83800287261146
1645654507443.0,-15.14344882255899,8.184982338928087
1645654508442.0,-15.193206127138952,8.318134809865443
1645654509443.0,-16.33624824993956,10.204987858619676
1645654510442.0,-14.1532108992935,11.665257379362727
1645654511443.0,-12.309612303759675,9.668232557602588
1645654512443.0,-8.833282152112538,16.596562023695707
1645654513443.0,-5.449415810395301,13.146654299367423
1645654514443.0,6.319068939250842,12.270448956534485
1645654515444.0,5.181078989736051,12.158085352655588
1645654516443.0,-2.25843563356355,18.79090188546647
1645654517442.0,-6.9933160572184105,14.271592684303721
1645654518442.0,-8.081730659415436,9.907616619504466
1645654519444.0,-11.404050147013537,8.114594742709302
1645654520442.0,-10.506328806919122,12.863345841534525
1645654521444.0,-7.077513206945572,20.154652289248972
1645654522443.0,-5.108196593424307,19.892209119675073
1645654523442.0,-2.85280608219176,19.56853345741747
1645654524444.0,1.1987220283768172,21.001358680492352
1645654525442.0,7.148282903283033,23.712290886760275
1645654526443.0,11.433092816340896,26.044915187649238
1645654527442.0,14.88316710915113,27.781534890251503
1645654528443.0,19.77900262696048,29.238120830276742
1645654529443.0,22.24543494212493,33.84005438144051
1645654530443.0,23.31472350526115,41.0832801513867
1645654531443.0,25.79532073542184,44.54744097562819
1645654532444.0,28.20789374449852,46.6210491771464
1645654533443.0,31.608244211078436,48.03496123998835
1645654534442.0,35.74657144917122,50.46357136486753
1645654535443.0,39.07184730891993,54.25142372469698
1645654536444.0,41.42918127439963,57.51071861690439
1645654537443.0,46.83003881202137,58.13839965954322
1645654538444.0,51.875147232018726,58.23438568471368
1645654539443.0,53.79020289256886,60.67656628684432
1645654540444.0,56.29757045596564,62.77447786591491
1645654541443.0,57.82826723821661,66.55774813422211
1645654542444.0,60.092960862835724,68.71885515244557
1645654543443.0,62.93837868753758,72.68998441295284
1645654544442.0,65.29750152713862,74.4421962398899
1645654545443.0,67.8374771499189,76.6759330947875
1645654546442.0,69.30143938348155,81.22280139607987
1645654547443.0,71.30382581588866,84.04266411846938
1645654548442.0,74.96330293961933,86.1471441681259
1645654549443.0,78.56482019645118,89.02424438176998
1645654550442.0,82.7165243718344,90.75539028275482
1645654551444.0,86.80643049539049,93.50536670218143
1645654552442.0,88.82637351458149,99.55674880979642
1645654553444.0,90.1244255668569,101.1417903663126
1645654554443.0,90.94580386614102,105.83537997017804
1645654555444.0,89.51288999422312,110.17478859428874
1645654556443.0,90.81346025717997,112.72342369623715
1645654557442.0,91.47506501021745,114.69515274027854
1645654558443.0,89.74461916742298,118.1967099221347
1645654559442.0,88.19112839980015,122.02820816691857
1645654560443.0,87.41554194003172,126.51457049906664
1645654561444.0,86.93480368279448,129.20871222907152
1645654562443.0,84.7000558392792,132.0341617285746
1645654563442.0,84.75915457004133,134.13413586434328
1645654564443.0,83.19523270420689,137.05696407329964
1645654565442.0,76.69057510524215,141.34711345310134
1645654566443.0,75.93379072011544,145.27966592762874
1645654567445.0,75.03372020976059,146.03640860175958
1645654568443.0,70.45603046855365,146.6870399473392
1645654569442.0,66.61945821592181,148.18358779880063
1645654570443.0,62.523564724381934,150.93088540446774
1645654571442.0,58.48244993853667,153.02208707219162
1645654572443.0,55.45494462987707,154.54760267722148
1645654573442.0,51.183724492768384,154.9459478197261
1645654574443.0,46.731198892275884,153.3935792457443
1645654575442.0,43.86005504127125,154.063414937567
1645654576444.0,40.833782657044665,153.6478855808221
1645654577442.0,36.660349067190204,157.72966958050685
1645654578442.0,33.48879344646601,158.61377621291584
1645654579443.0,29.37821074701172,157.6558896363178
1645654580443.0,26.187235614381184,153.9574737033044
1645654581442.0,23.815227177818727,151.65105730110872
1645654582444.0,20.534397380044513,154.21306239322874
1645654583442.0,16.190909726122047,150.21472055494635
1645654584444.0,11.453558052098924,147.14714173170705
1645654585443.0,8.429406024990275,144.09133882388878
1645654586442.0,5.061494646688728,141.42478075791524
1645654587443.0,3.6120807427331543,140.04226694911597
1645654588442.0,2.3426685569110504,136.80385045296885
1645654589442.0,-0.8052711374056307,133.4717749605065
1645654590442.0,-3.728932596172424,132.19466195544115
1645654591443.0,-5.987398443971941,129.18789420853767
1645654592442.0,-7.853316343509072,126.85514145820778
1645654593443.0,-10.740517231140918,123.03751512456802
1645654594442.0,-14.41372805905766,121.43975170071273
1645654595443.0,-16.077827708150018,115.9823180973984
1645654596442.0,-18.967204781515242,114.51626425829116
1645654597443.0,-20.465158917857593,111.89377573013095
1645654598444.0,-22.347849453456366,109.19116772751859
1645654599443.0,-25.150263450829115,107.65928133696805
1645654600442.0,-27.431865226943135,105.50991804018358
1645654601443.0,-30.71068091749982,103.38765845412458
1645654602442.0,-32.30890129642565,99.76552361380428
1645654603443.0,-34.18555946021967,97.5086128527194
1645654604442.0,-36.5114568508794,94.70989624933358
1645654605443.0,-40.61758565376775,93.58220778482485
1645654606443.0,-43.232459048644564,91.47593707237483
1645654607444.0,-45.527603524235694,89.99423558024013
1645654608443.0,-47.90000369501632,86.65074158878524
1645654609443.0,-50.131051993339156,82.62888747883456
1645654610442.0,-54.502353743785534,80.4377511042482
1645654611444.0,-56.463566342529134,78.56948840285257
1645654612443.0,-59.73245668407124,75.30805116795992
1645654613444.0,-60.8104665910103,70.68751734437353
1645654614442.0,-61.362378269285145,63.20266357122371
1645654615444.0,-64.02070447895856,62.594749859708024
1645654616442.0,-65.39097801545122,59.997396407760796
1645654617442.0,-66.56709678896058,56.33311235169721
1645654618442.0,-67.32636095897638,53.786674338368336
1645654619444.0,-67.30660991012647,48.750582799883254
1645654620442.0,-64.60290118923203,45.50747598400928
1645654621442.0,-62.45443909797204,41.682030884093486
1645654622443.0,-61.55536243067889,38.227826142750416
1645654623442.0,-59.07452681836163,34.2384849204831
1645654624443.0,-57.634433050058135,31.46286396439319
1645654625442.0,-54.822742712736265,30.128390802040595
1645654626442.0,-53.38204656932055,26.89053738267759
1645654627442.0,-51.01641294767062,24.808406587291202
1645654628443.0,-47.57286639256308,22.71795135833244
1645654629442.0,-43.12716140356194,20.041161031911393
1645654630443.0,-40.7957716940159,18.041023402136513
1645654631442.0,-36.7331263430981,15.106636643248807
1645654632444.0,-33.775082251723234,13.257862870884123
1645654633442.0,-30.21426878716749,11.47125892749566
1645654634443.0,-27.06748252203138,11.868694188186927
1645654635442.0,-22.674341238325038,10.251015345455324
1645654636443.0,-18.978823592530524,8.493697505829534
1645654637442.0,-14.934405337455772,9.821759648903724
1645654638443.0,-9.553539405048976,10.830334358403121
1645654639442.0,-7.0618076685129125,10.2470064787128
1645654640443.0,-1.7333739410097249,10.09383169658124
1645654641443.0,1.6365367050066275,10.410191335631536
1645654642443.0,3.564975951677912,13.862440670236664
1645654643442.0,5.98255321927954,15.338708118116616
1645654644442.0,9.164183405028544,19.415882810480138
1645654645442.0,12.008344812371618,23.409502187206918
1645654646444.0,15.452598496902189,27.988124018828046
1645654647443.0,18.907077675406754,29.821547851093328
1645654648444.0,21.85734280374712,32.21185938003238
1645654649442.0,22.810018923975743,37.58635036100145
1645654650442.0,23.15476576620265,41.77628986166956
1645654651442.0,27.681799661333287,43.81914524178177
1645654652442.0,30.151036273640493,47.96862973041152
1645654653442.0,33.77339540543294,49.35721326339521
1645654654444.0,35.55967281626195,54.81349849372598
1645654655443.0,39.84647084322698,53.73663629957341
1645654656442.0,43.6681709193494,56.36084079176559
1645654657443.0,48.16878544143087,57.51720412704545
1645654658442.0,49.831566286360115,59.52538584873012
1645654659444.0,52.085168238167114,61.13005822207538
1645654660442.0,53.923974127414965,64.8831556257005
1645654661443.0,57.22063508048397,66.34381109298776
1645654662442.0,57.981752106471134,69.02143958228714
1645654663443.0,60.71055406897671,71.0128757257061
1645654664442.0,61.286783039406785,75.14090263020222
1645654665444.0,65.11096174059756,76.6486541809716
1645654666442.0,65.63351754121835,77.65354215120522
1645654667442.0,69.87443226338591,78.3683209651781
1645654668442.0,73.84461878593685,81.93511159527905
1645654669443.0,77.96185276820783,82.57469018796931
1645654670442.0,79.40810770206299,89.50341055305738
1645654671444.0,81.04238160031034,96.38536869068443
1645654672443.0,85.20408113601245,97.08791007810929
1645654673444.0,86.92072975618512,98.13189047836251
1645654674443.0,89.97137033304777,99.60645625826753
1645654675442.0,91.6636098671351,100.36913421519874
1645654676443.0,92.52819637967683,105.01595638171914
1645654677442.0,91.20177748345982,112.05452618286745
1645654678443.0,93.84563291779413,114.0379052451252
1645654679444.0,92.11748740819415,118.2220484466395
1645654680443.0,89.8623968131953,121.07770451740645
1645654681442.0,87.27961792389429,125.55666892647416
1645654682443.0,87.05429218288302,127.4507043199441
1645654683442.0,84.76882440333397,131.3503124341663
1645654684444.0,85.3798827532777,133.27626087475724
1645654685442.0,84.21907300072075,136.21083218012242
1645654686444.0,82.47352261306122,138.98160500556853
1645654687442.0,80.03012200682714,139.6671243939558
1645654688443.0,76.82068960623515,143.0003838081345
1645654689442.0,72.03911693005347,146.71115133585857
1645654690443.0,68.0722770974784,148.2648555119411
1645654691442.0,64.96478084961066,151.28085676051566
1645654692443.0,61.18304329857932,151.3931448095348
1645654693443.0,57.36998614697687,151.82194129599463
1645654694444.0,53.51228245251335,154.85829932306942
1645654695442.0,48.57531997614701,155.34513826735338
1645654696443.0,45.3635489533102,157.89240576712527
1645654697442.0,40.99180090977105,156.9800034991811
1645654698442.0,37.25606318732971,155.0553766115567
1645654699442.0,33.41204680342494,154.31598931842996
1645654700442.0,31.181138557308493,152.8341273987177
