UNIX Epoch timestamp-utc,lat,lon
1645654493442.0,37.43118024,-122.1627748
1645654494443.0,37.43120129437978,-122.16278785980249
1645654495442.0,37.43117366127419,-122.16278775995373
1645654496444.0,37.431131783718826,-122.16278580427725
1645654497442.0,37.43114818900414,-122.16280568005511
1645654498443.0,37.43115454784321,-122.16280021646325
1645654499442.0,37.431131976436134,-122.16278334989916
1645654500444.0,37.43111503585796,-122.16279822127765
1645654501443.0,37.43107496838021,-122.16278677356185
1645654502444.0,37.431089209789775,-122.1628052005338
1645654503443.0,37.431148452176245,-122.16281172757304
1645654504442.0,37.4311894580679,-122.16282123874299
1645654505443.0,37.43117946671596,-122.16282338557421
1645654506442.0,37.43118237544852,-122.16282364999053
1645654507443.0,37.431188146342386,-122.16282546412414
1645654508442.0,37.43120287231015,-122.16283171296244
1645654509443.0,37.43121580541933,-122.16282353501478
1645654510442.0,37.43120927516261,-122.16281509880143
1645654511443.0,37.43125068677779,-122.16279806671174
1645654512443.0,37.431237979753334,-122.162779311926
1645654513443.0,37.43123580635679,-122.16272118647956
1645654514443.0,37.43123646418044,-122.16271426586552
1645654515444.0,37.43127455828244,-122.16273776471948
1645654516443.0,37.43125426342908,-122.16275536717286
1645654517442.0,37.43123067930809,-122.162761123965
1645654518442.0,37.43121718805834,-122.16277839734519
1645654519444.0,37.43123943427614,-122.16277927579519
1645654520442.0,37.43128140494584,-122.16276655542795
1645654521444.0,37.431282934645424,-122.16276241434218
1645654522443.0,37.431279586983756,-122.16276030484711
1645654523442.0,37.431288643076584,-122.16274854403588
1645654524444.0,37.431318550083475,-122.16271803929806
1645654525442.0,37.43134237561714,-122.16268600196813
1645654526443.0,37.43136074035861,-122.16265870462504
1645654527442.0,37.431379165383255,-122.16262249028642
1645654528443.0,37.43141092352345,-122.16259305235086
1645654529443.0,37.43145748866682,-122.16257591096172
1645654530443.0,37.431489879671986,-122.16255532238016
1645654531443.0,37.43151513629841,-122.16253489537955
1645654532444.0,37.43153313105973,-122.16251068584594
1645654533443.0,37.431558251230946,-122.16248407024644
1645654534442.0,37.43158979481558,-122.16245946781821
1645654535443.0,37.43161855342288,-122.1624405407378
1645654536444.0,37.4316330344036,-122.1624069200987
1645654537443.0,37.43164396495961,-122.16237359418486
1645654538444.0,37.43166339751641,-122.16235294066858
1645654539443.0,37.431681311683704,-122.16233140307425
1645654540444.0,37.431708859510245,-122.16231562710482
1645654541443.0,37.43172839896338,-122.16229804962931
1645654542444.0,37.43175796921639,-122.16227806817635
1645654543443.0,37.43177762386508,-122.16226060565229
1645654544442.0,37.43179929895311,-122.16224164782679
1645654545443.0,37.431833086831,-122.1622303443564
1645654546442.0,37.431859607196145,-122.16221524681397
1645654547443.0,37.431881510739515,-122.16219296614067
1645654548442.0,37.4319067162896,-122.1621710673298
1645654549443.0,37.4319269899864,-122.16214517869984
1645654550442.0,37.43195181884514,-122.16211757302766
1645654551444.0,37.43199454307088,-122.16210057512495
1645654552442.0,37.43201542883416,-122.16208649004116
1645654553444.0,37.432051580525496,-122.16207510211336
1645654554443.0,37.43208567911971,-122.16207723188802
1645654555444.0,37.432113803624425,-122.16206863523912
1645654556443.0,37.43213549498093,-122.16206195779893
1645654557442.0,37.43216469737239,-122.16206846946284
1645654558443.0,37.43219622588362,-122.16207611550065
1645654559442.0,37.43223126816724,-122.16208119959498
1645654560443.0,37.432259478334416,-122.16208560311257
1645654561444.0,37.43228887898765,-122.16209838748439
1645654562443.0,37.43231137029839,-122.16210221189473
1645654563442.0,37.43233695326384,-122.16211207753689
1645654564443.0,37.43237417930075,-122.16214770915535
1645654565442.0,37.43240678272744,-122.1621590875812
1645654566443.0,37.432420860717805,-122.16216757998849
1645654567445.0,37.43243681567668,-122.1621946972546
1645654568443.0,37.432455214889586,-122.16222093751574
1645654569442.0,37.432477975885284,-122.16224863955244
1645654570443.0,37.4324972853635,-122.16227849612332
1645654571442.0,37.432513688812456,-122.16230416115604
1645654572443.0,37.43252293605383,-122.16233466623412
1645654573442.0,37.43251788251813,-122.16236598035495
1645654574443.0,37.43252287921956,-122.16239036388073
1645654575442.0,37.432522545522964,-122.16241775427551
1645654576444.0,37.4325450145449,-122.16244704248375
1645654577442.0,37.43255106156954,-122.16247040881423
1645654578442.0,37.43254726641163,-122.16249897739151
1645654579443.0,37.43252647453729,-122.16252246056058
1645654580443.0,37.4325093989025,-122.16254357195886
1645654581442.0,37.43251764618201,-122.16256665601706
1645654582444.0,37.432492164207275,-122.16259518591406
1645654583442.0,37.432469040269496,-122.16262543820099
1645654584444.0,37.43244566386256,-122.16264981628025
1645654585443.0,37.43242228656111,-122.16267626543478
1645654586442.0,37.4324058082321,-122.16269071908796
1645654587443.0,37.43238047268954,-122.16270291045628
1645654588442.0,37.43235162411011,-122.16272251926709
1645654589442.0,37.432333797582636,-122.16274230155524
1645654590442.0,37.43230824355273,-122.16276027740155
1645654591443.0,37.4322861091682,-122.16277314719709
1645654592442.0,37.43225808627388,-122.16279141691471
1645654593443.0,37.43223833141001,-122.1628136438657
1645654594442.0,37.43219750965894,-122.16282669166326
1645654595443.0,37.43217592362345,-122.16284766577772
1645654596442.0,37.43215241352778,-122.16286228355877
1645654597443.0,37.43212934659738,-122.16287678302413
1645654598444.0,37.43211074771914,-122.1628939081922
1645654599443.0,37.43208995575714,-122.16290938380907
1645654600442.0,37.43206966476584,-122.16293000899991
1645654601443.0,37.43204046922518,-122.16294421079527
1645654602442.0,37.432019636430496,-122.16295676605112
1645654603443.0,37.43199500362487,-122.16297147915591
